Index,Binding Probability
0,1.0000000000000000
1,1.0000000000000000
2,1.0000000000000000
3,1.0000000000000000
4,0.0154036106541753
5,0.0001085845869966
6,0.9917942881584167
7,0.0001230467896676
8,0.0000003024268835
9,0.9999465942382812
10,0.9997821450233459
11,1.0000000000000000
12,0.0000088986635092
13,1.0000000000000000
14,0.0000029089235341
15,1.0000000000000000
16,0.9885137677192688
17,0.1182593107223511
18,1.0000000000000000
19,1.0000000000000000
20,1.0000000000000000
21,1.0000000000000000
22,1.0000000000000000
23,0.0002636892022565
24,1.0000000000000000
25,1.0000000000000000
26,0.9998390674591064
27,0.6660291552543640
28,1.0000000000000000
29,1.0000000000000000
30,1.0000000000000000
31,0.9999747276306152
32,0.0786991417407990
33,0.0000041343382691
34,0.7899613976478577
35,0.0000591027746850
36,0.9999907016754150
37,1.0000000000000000
38,1.0000000000000000
39,0.0000000069407213
40,0.0382624119520187
41,0.0000056201661209
42,1.0000000000000000
43,0.0000989429536276
44,0.0000279374471575
45,0.9978634715080261
46,0.0001518071949249
47,0.0002733041765168
48,1.0000000000000000
49,0.9264665246009827
50,0.0025048376992345
51,1.0000000000000000
52,1.0000000000000000
53,0.1687491387128830
54,0.9983988404273987
55,0.2826967537403107
56,0.1380162984132767
57,1.0000000000000000
58,0.0000001078384884
59,1.0000000000000000
60,1.0000000000000000
61,1.0000000000000000
62,1.0000000000000000
63,1.0000000000000000
64,0.9999262094497681
65,0.9719752669334412
66,0.0794085785746574
67,1.0000000000000000
68,1.0000000000000000
69,0.9999995231628418
70,1.0000000000000000
71,1.0000000000000000
72,0.9999996423721313
73,0.9980033040046692
74,0.9999991655349731
75,1.0000000000000000
76,0.9999978542327881
77,1.0000000000000000
78,1.0000000000000000
79,1.0000000000000000
80,1.0000000000000000
81,1.0000000000000000
82,0.9997445940971375
83,1.0000000000000000
84,1.0000000000000000
85,0.9999967813491821
86,0.9999971389770508
87,1.0000000000000000
88,1.0000000000000000
89,0.2371687591075897
90,0.0000000044486836
91,1.0000000000000000
92,0.0406591445207596
